Link,Question Title,Question Body,Comments
https://community.sw.siemens.com/s/question/0D5Vb00000L1I7dKAF/i-would-like-to-leave-this-owi-table-the-same-as-the-one-in-the-shop-doc-when-i-insert-the-mom-variables-they-give-errors,I would like to leave this OWI table the same as the one in the shop doc when I insert the mom variables they give errors.,,"KJH Hello Adiel,  Please contact your NX CAM Siemens Support.  With Best Regards, Kevin"
https://community.sw.siemens.com/s/question/0D5Vb00000NhU3uKAF/hi-everybody-im-having-trouble-creating-a-5axis-toolpath-on-these-2-spiral-grooves-please-get-help-from-the-community-ver-nx2306,Hi everybody. I'm having trouble creating a 5-axis toolpath on these 2 spiral grooves. Please get help from the community ver: Nx2306,,"Stefan Pendl Which NX release are you working with, without that information it is hard to help, because the capabilities change rapidly. Also it would be good to know what you have tried already. idc.via6395 I am using nx2306 version, I hope to receive your instructions Stefan Pendl Thanks for the info about the NX release. The other question asked is still not answered: What operation types did you try already? idc.via6395 I tried it -""VARIABLE_AXIS_GUIDING_CURVES"" seems fine but some tool paths collide with groove edges - ""VARIABLE_STREAMLINE"" is really bad. Even the knife lines penetrate into the details  Stefan Pendl VARIABLE_AXIS_GUIDING_CURVES would be my choice. It is important what option you use for the tool axis. I would use away from the center line of the main cylinder. It seems that the grooves are designed differently, since one is only possible to machine with a spherical milling tool. If you do not have side walls that are perpendicular to the tool orientation, you would need a curve that the tool axis will have to go through, if you use a regular ball milling tool. idc.via6395 ﻿I've tried everything and it seems like it will crash and there won't be a better solution I have controlled the tool axis using the 4 axis normal to driver method   Stefan Pendl Using normal to drive for the tool axis is not appropriate in this case. Have you tried a tool axis of away from the center line of the main cylinder? ||| idc.via6395 I am using nx2306 version, I hope to receive your instructions Stefan Pendl Thanks for the info about the NX release. The other question asked is still not answered: What operation types did you try already? idc.via6395 I tried it -""VARIABLE_AXIS_GUIDING_CURVES"" seems fine but some tool paths collide with groove edges - ""VARIABLE_STREAMLINE"" is really bad. Even the knife lines penetrate into the details  Stefan Pendl VARIABLE_AXIS_GUIDING_CURVES would be my choice. It is important what option you use for the tool axis. I would use away from the center line of the main cylinder. It seems that the grooves are designed differently, since one is only possible to machine with a spherical milling tool. If you do not have side walls that are perpendicular to the tool orientation, you would need a curve that the tool axis will have to go through, if you use a regular ball milling tool. idc.via6395 ﻿I've tried everything and it seems like it will crash and there won't be a better solution I have controlled the tool axis using the 4 axis normal to driver method   Stefan Pendl Using normal to drive for the tool axis is not appropriate in this case. Have you tried a tool axis of away from the center line of the main cylinder? ||| Stefan Pendl Thanks for the info about the NX release. The other question asked is still not answered: What operation types did you try already? ||| idc.via6395 I tried it -""VARIABLE_AXIS_GUIDING_CURVES"" seems fine but some tool paths collide with groove edges - ""VARIABLE_STREAMLINE"" is really bad. Even the knife lines penetrate into the details  ||| Stefan Pendl VARIABLE_AXIS_GUIDING_CURVES would be my choice. It is important what option you use for the tool axis. I would use away from the center line of the main cylinder. It seems that the grooves are designed differently, since one is only possible to machine with a spherical milling tool. If you do not have side walls that are perpendicular to the tool orientation, you would need a curve that the tool axis will have to go through, if you use a regular ball milling tool. ||| idc.via6395 ﻿I've tried everything and it seems like it will crash and there won't be a better solution I have controlled the tool axis using the 4 axis normal to driver method   ||| Stefan Pendl Using normal to drive for the tool axis is not appropriate in this case. Have you tried a tool axis of away from the center line of the main cylinder? ||| heinrich.schauer8458(Partner) Have a look on that part   6718340 - TDX190F25-3 - Detail-mm_stp 1.3MB Stefan Pendl The tool path also gouges the part by 0.4 mm, but if you enable ""Axis & Avoidance => Avoidance and Axis Smoothing => Avoidance => Tilt/Retract"" with the default settings the gouges are reduced to 0.05 mm. This can be improved by following the advice displayed after generating the tool path with Tilt/Retract enabled. ||| Stefan Pendl The tool path also gouges the part by 0.4 mm, but if you enable ""Axis & Avoidance => Avoidance and Axis Smoothing => Avoidance => Tilt/Retract"" with the default settings the gouges are reduced to 0.05 mm. This can be improved by following the advice displayed after generating the tool path with Tilt/Retract enabled. ||| heinrich.schauer8458(Partner) Here is the part without gouges 6718340 - TDX190F25-3 - Detail-mm 1.1MB"
https://community.sw.siemens.com/s/question/0D5Vb00000NRmbTKAT/is-there-a-way-to-choose-multiple-holes-of-the-same-size,Is there a way to choose multiple holes of the same size?,"I would like to know how to select holes of the same size collectively in NX2007 CAM.If there are multiple holes, it is too inconvenient to choose individually.The NX10 version had the option to size and select the hole with the option ""All holes on Face"" when selecting the hole, but not found in NX2007.","Ray Gao Hi There We have built-in function called find features in NX CAM You can find videos about it on Youtube. The link below might help you. https://www.youtube.com/watch?v=j7kt37YW4zk jihoonkim8773(Partner) Thank you!!! Ray Gao Anytime Your feedback is always appreciated ||| jihoonkim8773(Partner) Thank you!!! Ray Gao Anytime Your feedback is always appreciated ||| Ray Gao Anytime Your feedback is always appreciated ||| mkn When I think that several years ago it took 3 clicks ( maybe 4) with the P2P operation 😢 Kal.G P2P is still around....Its more than just the clicks...After almost a decade and the ""new"" holemaking is far from perfect-riddled with issues...in summary, P2P remains the KING! Kal. ||| Kal.G P2P is still around....Its more than just the clicks...After almost a decade and the ""new"" holemaking is far from perfect-riddled with issues...in summary, P2P remains the KING! Kal. ||| KJH Please review the attached movie. Hope this helps you for your future projects.  With Best Regards, Kevin find_hole_features 8.9MB mkn All Siemens demos work, it's magic !! But Kevin (@KJH​) in the real life of an industrial world, do you program this kind of simple part in your video ? The answer isno. This operation is a disaster and with a wave of your magic wand, you show in your video that selecting holes of the same size is super-easy. One of Siemens' customers isRolls-Royce. Make a demo with an aircraft engine casing and come back to see us with newvideo. I can't wait, please.  In any case, thank you for taking the time to make the video. +1 like KJH If you have access to a casing...send it to me and I'll show the process on the casing.  With Best Regards, Kevin mkn This part cannot be shared on this public forum and the demonstration video should only be sent to me and/or my organisation. If you are ok with this, how can I send it to you safely ? ||| mkn All Siemens demos work, it's magic !! But Kevin (@KJH​) in the real life of an industrial world, do you program this kind of simple part in your video ? The answer isno. This operation is a disaster and with a wave of your magic wand, you show in your video that selecting holes of the same size is super-easy. One of Siemens' customers isRolls-Royce. Make a demo with an aircraft engine casing and come back to see us with newvideo. I can't wait, please.  In any case, thank you for taking the time to make the video. +1 like KJH If you have access to a casing...send it to me and I'll show the process on the casing.  With Best Regards, Kevin mkn This part cannot be shared on this public forum and the demonstration video should only be sent to me and/or my organisation. If you are ok with this, how can I send it to you safely ? ||| KJH If you have access to a casing...send it to me and I'll show the process on the casing.  With Best Regards, Kevin ||| mkn This part cannot be shared on this public forum and the demonstration video should only be sent to me and/or my organisation. If you are ok with this, how can I send it to you safely ? ||| User17145978387401973664 Use a sketch-driven pattern.  Make a sketch with points at the center of each hole.  Mate the first fastener to the first hole.  Make a sketch driven pattern, make sure to turn on ""use selected point"" and pick the sketch point on the first hole."
https://community.sw.siemens.com/s/question/0D54O000061xSZRSA2/nxcustom-utilities-from-nx75-to-nx2406,NXcustom Utilities From NX7.5 to NX2406,"Hello All,To keep all the NXcustom releases bundled and easier to find, we decided to centralize all the NXcustom releases in one thread.Therefore this thread will be the starting point for finding the NXcustom for your NX version.Please do not reply to this thread, but to the threads for the individual releases.Here the links to the individual threads that are currently on this forum:Latest NX Custom Releases NX7.5 until NX12.0NXcustom for NX (base version 1847)NXcustom for NX (base version 1872)NXcustom for NX (base version 1899)NXcustom for NX (base version 1926)NXcustom for NX (base version 1953)NXcustom for NX (base version 1980)NXcustom for NX (base version 2007)NXcustom for NX2206NXcustom for NX2212NXcustom for NX2306NXcustom for NX2312NXcustom for NX2406Description NXcustom:NXcustom is a template to be used for centrally deploying an NX configuration in a Windows environment.It provides a set of tools and templates that makes it easy to configure the NX environment by a CAD administrator without the need to edit any files in the NX installation folder.Some key points:All the configuration files are easily managed at a central location.Environment variablesCustomer defaultsTool bars, menus, menuscript & iconsLibrariesTablesTemplatesManufacturing configuration filesCMM configuration filesProgram files - journal, macro, KF, API & GRIPNXcustom can easily be deployed to:Individual usersDepartments / functional work groupsEntire companyPlease refer to the README file in the root folder of NXcustom for more details.History of NXcustom:NXcustom has intially been developed by Rob Cohon (Siemens PLM Employee (currently retired)) to have an easy way to maintain his own NX customizations.Under his ownership and with input of the community it has become what it is now.Since May 2014, I have taken over the task of updating NXcustom for the coming releases.Disclaimer:NXcustom is NOT an official Siemens product.It is therefore not possible to report issues with Siemens PLM Product Support.You are free to modify and enhance the content to fit your need.Users can still report issues and propose new functionality in this forum which we will try to address in a proper way. Other members of the forum can be of help also.Many thanks to Rob Cohon that created the foundation for NXcustom.","makelley Gerrit, I see there is no NX Custom for 1953 series, would copying the 1926 template & re-naming be a viable option...? 😎 makelley Never mind - I found the answer in the ""NXcustom for NX (base version 1926)"" thread... https://community.sw.siemens.com/s/question/0D54O00006Y0QeBSAV/nxcustom-for-nx-base-version-1926 a_wparker And the answer was? Thanks gkoenig I followed that thread and I couldn't get it to work. Even went as far as to move my old NX Custom directory, bring in a fresh copy, and it'll only boot the old 1926. I went through the files and changed the values to 1953, but that throws an error (Version needs to start with V."" or something similarly worded). EricBerben The start command using ugs_router needs a version argument. For NX1926, it was  V1926 (also for a patch like NX1942), so I would expect it to work in NX1953 using ""-version=V1953"" as an argument. gkoenig In the NX_common.bat, one notes that there is a little logic to convert new NX version numbers into the old style. NX1847 is converted to V31.0, NX1872 is converted to V32.0, etc.  I went through and tried various permutations of changing the .bat files to 1953, but I always get the same error (Version requires V: i.e. V18.0). ||| makelley Never mind - I found the answer in the ""NXcustom for NX (base version 1926)"" thread... https://community.sw.siemens.com/s/question/0D54O00006Y0QeBSAV/nxcustom-for-nx-base-version-1926 a_wparker And the answer was? Thanks gkoenig I followed that thread and I couldn't get it to work. Even went as far as to move my old NX Custom directory, bring in a fresh copy, and it'll only boot the old 1926. I went through the files and changed the values to 1953, but that throws an error (Version needs to start with V."" or something similarly worded). EricBerben The start command using ugs_router needs a version argument. For NX1926, it was  V1926 (also for a patch like NX1942), so I would expect it to work in NX1953 using ""-version=V1953"" as an argument. gkoenig In the NX_common.bat, one notes that there is a little logic to convert new NX version numbers into the old style. NX1847 is converted to V31.0, NX1872 is converted to V32.0, etc.  I went through and tried various permutations of changing the .bat files to 1953, but I always get the same error (Version requires V: i.e. V18.0). ||| a_wparker And the answer was? Thanks ||| gkoenig I followed that thread and I couldn't get it to work. Even went as far as to move my old NX Custom directory, bring in a fresh copy, and it'll only boot the old 1926. I went through the files and changed the values to 1953, but that throws an error (Version needs to start with V."" or something similarly worded). ||| EricBerben The start command using ugs_router needs a version argument. For NX1926, it was  V1926 (also for a patch like NX1942), so I would expect it to work in NX1953 using ""-version=V1953"" as an argument. ||| gkoenig In the NX_common.bat, one notes that there is a little logic to convert new NX version numbers into the old style. NX1847 is converted to V31.0, NX1872 is converted to V32.0, etc.  I went through and tried various permutations of changing the .bat files to 1953, but I always get the same error (Version requires V: i.e. V18.0). ||| Anthony1661982964230 Hello Gerrit, any news on a NX1953 release date? ||| gkoenig Yea, so what is happening with NX Custom for 1953?  I saw the post saying to change the NX Custom 1926 to get it to work with 1953, but that didn't work for me (just kept launching the 1926 base). I will fully admit to not being extremely well versed in the intricacies of NX instillation management, so I asked my VAR and they never got back to me.  The thing of it is, around here - every NX VAR sets small-scale customers up with NX Custom almost as a default, so one wonders why the heck it isn't an official Siemens product? Or even the default OOTB experience? Why is my (relatively substantial) investment in NX CAD/CAM quasi dependent on thevolunteer effortsof a Siemens employee? ||| Bud Hi Gerrit,  We have several customers waiting for NXcustom 1953 to be available before they implement NX 1953.  Will it be available soon? ||| BRUNO Hi Gerrit, Are there some news about the new release of Nx Custom? Thank You."
https://community.sw.siemens.com/s/question/0D5Vb00000Jo7oqKAB/isv-how-to-set-up-the-compensation-for-a-turning-tool-on-a-heidenhain-controller,[ISV] How to set up the compensation for a TURNING TOOL on a Heidenhain controller.,"HiMachine type is MILL-TURNThere is one issue that cannot be resolved during the ISV setup process.How to set up the compensation for a TURNING TOOL on a Heidenhain controller.Currently, the compensation is applied only to the Z value.﻿",Thomas_S HelloJIKYUNG  the mapping between the tool length data and the machine axis need to be defined once per machine. therefore you can copy one python method from: ..MACH\auxiliary\cse\CseTNC_Methods.py into your python machine start script e.g. ..MACH\resource\library\machine\installed_machines\sim06_mill_5ax\cse_driver\heidenhainTNC\sim06_mill_5ax_tnc.py  That will do the job as you can see here:    Hope this helps  
https://community.sw.siemens.com/s/question/0D5Vb00000NLFCVKA5/nx-adaptive-roughing-corner-tool-path-behavior,NX Adaptive Roughing corner tool path behavior,"In Adaptive roughing, if you set a constant stepover (say, 8% of the tool), it will ""overcut"" if it comes to an external corner (see pictures for reference).is there a way to better control this behaviour? I am not sure why it does this, and I see no clear way to improve this (it sounds horrid on the machine).thanks 🙂","Stefan Pendl The step-over controls the amount for the constant material removal volume, not the step-over distance. If you optimize the feed rate of the tool path, does it slow down significantly in that area? Chris313720 Ah, I see your point.  However, by selecting the ""automatic feed optimization"" dialog and playing with the values, I dont see any change in feedrate when I verify the tool path. Perhaps it will post differently?   Chris313720 This is from NX2406 by the way, I do not see the option for this in NX12 Stefan Pendl NX 12 has feed rate optimization only from the context menu of the operation navigator for all operations. If there is no feed rate change, there is no change in removed volume. ||| Chris313720 Ah, I see your point.  However, by selecting the ""automatic feed optimization"" dialog and playing with the values, I dont see any change in feedrate when I verify the tool path. Perhaps it will post differently?   Chris313720 This is from NX2406 by the way, I do not see the option for this in NX12 Stefan Pendl NX 12 has feed rate optimization only from the context menu of the operation navigator for all operations. If there is no feed rate change, there is no change in removed volume. ||| Chris313720 This is from NX2406 by the way, I do not see the option for this in NX12 ||| Stefan Pendl NX 12 has feed rate optimization only from the context menu of the operation navigator for all operations. If there is no feed rate change, there is no change in removed volume. ||| Jan1675103483703 There are topics about this before  This is because the chip thickniss is smaller when your mill move around the corner   https://community.sw.siemens.com/s/question/0D5Vb0000068uhgKAA/corner-step-over-in-3d-adaptive-roughing Chris313720 That makes sense, but it seems to be more of an explanation instead of a solution. If the software maintains chip thickness by arbitrarily adjusting stepover WITHOUT feed rate adjustment, then you will have issues. As you can see by the images I provided the increase in stepover is quite substantial, especially if you are milling with the full flute length of the endmill ||| Chris313720 That makes sense, but it seems to be more of an explanation instead of a solution. If the software maintains chip thickness by arbitrarily adjusting stepover WITHOUT feed rate adjustment, then you will have issues. As you can see by the images I provided the increase in stepover is quite substantial, especially if you are milling with the full flute length of the endmill ||| Kal.G NX AR can benefit from having ""2D Dynamic Corner Pretreatment"" function as seen in the video...  https://www.youtube.com/watch?v=NX_r1koiu_o  Kal. Kal.G ER#11148205 (NX version of 2d dynamic pretreatment) Please contact GTAC/VAR to add your name to the list... Kal. Chris313720 That sounds good. Do I need to email support to add my name or is there a form somewhere? Kal.G That would great...Thanks for the support. Kal. ||| Kal.G ER#11148205 (NX version of 2d dynamic pretreatment) Please contact GTAC/VAR to add your name to the list... Kal. Chris313720 That sounds good. Do I need to email support to add my name or is there a form somewhere? Kal.G That would great...Thanks for the support. Kal. ||| Chris313720 That sounds good. Do I need to email support to add my name or is there a form somewhere? ||| Kal.G That would great...Thanks for the support. Kal."
https://community.sw.siemens.com/s/question/0D5Vb00000N5UGgKAN/post-processor-dialog-nx2406,Post processor dialog NX2406,"https://community.sw.siemens.com/s/article/Postprocessing-DialogThis dialog is terrible if you want to just post a program, you can't view the file in explorer and select it to post and overwrite. All you can do is choose the directory, but you can't see any files inside it. This is important for comparing file timestamps, or changing a program name based on an existing one. As it works now, you have to key or copy and paste a name in each time, and the program name doesn't even fit in some cases. Most users aren't on 2406 yet, but I can see the confusion this will cause already. As once simple task is now an extra step, and error prone.","KJH Hello Glenn,  This has been reported to product development.  With Best Regards, Kevin"
https://community.sw.siemens.com/s/question/0D5Vb00000NSxJFKA1/are-there-any-way-to-perform-multi-operations-simultaneous-in-nx-cam-2406,Are there any way to perform multi operations simultaneous in NX CAM 2406?,"Hello everyone,I'm start learning NXCAM and I have some question as below.Are there any way to perform multi operations simultaneous?For example: I have created 2 Milling operation and each operation has  their own tools then I want to simulate those operation in the same time. Is it possible to do.Regards,Pech","hjoy (Harri Joy), SCC AFAIK, no. If you mean actually simulating the two operations simultaneously. NX will simulate what the machine actually does, and unless you have a quirky multi-channel machine, I doubt that it would be cutting those sides at the same time. I think the turning module has multi-channel functionality.  But NX will happily simulate those in consecutive order. If you're just looking for faster simulation, bump up the speed. A simple path like that will be lightning-fast.  ||| Juraj(Partner) Trymergegroup (if possible for these kind of operations). Sadly I think it turns both operations into simultaneous mode / not only transfer repositioning - thus you cant use 2d cutcom. https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1493397 "
https://community.sw.siemens.com/s/question/0D5Vb00000NdoHRKAZ/how-to-go-about-that-thing,How to go about that thing?,"Hi everyone,I'm wondering how to machine something like on the picture? I saw lot of videos on tiktok or youtube with advanced 5 axis and I'm wondering how to do something similar with NX.Assuming that I'm after rough milling with 3 and 3+2 axis and I have to do semi-finis and finis 5 axis milling. How would You do it? Which operation is best for it (esspecialy Im wondering how to machine that horns)",
https://community.sw.siemens.com/s/question/0D5Vb00000MxC7eKAF/planar-deburring-chamfer-size,Planar Deburring - Chamfer Size,"Normally I just use Planar Mill but I thought I would give Planar Deburring a try.The problem is I can't make my chamfer size any bigger than ""0.000"". I am trying to add an additional .010"" to the modeled chamfer size and I keep getting ""No edges found that could be safely deburred"".If I set it to 0.000 it cuts just the modeled size. How do you chamfer bigger than modeled?","Stefan Pendl You remove more or less material by adjusting the stock. Steve Curtis I tried that and if I adjust my stock to anything less than ""0.000"" it will not cut it. ||| Steve Curtis I tried that and if I adjust my stock to anything less than ""0.000"" it will not cut it. ||| AGK Have you tried to delete the modeled chamfer and use the edge of the cylinder to machine the chamfer  by using planar deburring? Steve Curtis I didn't want to modify the model. ||| Steve Curtis I didn't want to modify the model. ||| Reinier Capelle If it is about holes, use the dedicated operation Hole Chamfer Milling. You can override the modeled depth by choosing a Predefined Depth:  Steve Curtis So this kind of works. You have to generate it first without using pre-defined depth to see what depth it generates it at, then go back in to feature geometry, turn on ""Use Predefined Depth"" and take that number and add .010 to it and put that value into the pre-defined depth field to get the correct depth. Not straight forward but do-able. ||| Steve Curtis So this kind of works. You have to generate it first without using pre-defined depth to see what depth it generates it at, then go back in to feature geometry, turn on ""Use Predefined Depth"" and take that number and add .010 to it and put that value into the pre-defined depth field to get the correct depth. Not straight forward but do-able."
