Link,Document Title,Document Body
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/com_opts_com_lib_bore,Boring Tool,"Here is a list of the mandatory parameters for a boring tool. The data for these attributes must be contained in the .dat file. If you would like to include any of these attributes as search criteria, then they must also be defined as a DB_ALIAS in the .def file:
Note:
If an attribute is Mandatory, it does not have a default value. You must enter the value in Teamcenter.
* These parameters do not appear in the dialog but the DBC variable must be set.
NX Bore
Library Type (ASCII File Attribute T) = 03
Library Subtype (ASCII File Attribute ST) = 31 for adjustable, 32 for fixed diameter
NX
MRL Attribute
Dialog Parameter
ASCII File Attribute
DBC Variable
DBC Variable Value
ID
Annotation
Name
Default Value
NX Internal Tool Type *
UGT
dbc_cutter_type(0)
02
Always 02
""Drilling: Drilling Tool""
02
NX Internal Tool Subtype *
UGST
dbc_cutter_subtype(0)
05
Always 05
""Drilling: Drilling Tool Bore""
05
(D) Diameter
DIA
dbc_cutter_diameter(0)
dbc_lib_tool_diameter
<float>
First priority:
Mandatory
-45270
DCB
Adjusted Cutting Diameter
Second priority:
-40245
DC1N
Cutting Diameter 1st Step Minimum
ND Neck Diameter
SDIA
dbc_lib_tool_shank_diameter
<float>
First priority:
0.75 * Diameter
-40392
BDA
Body Diameter Adjustable
Second priority:
-40179
DX
Body Diameter Maximum
(CR) Corner Radius
COR1
dbc_cutter_cor1_rad(0)
<float>
-40091
RE
Corner Radius
0
(L) Length
HEI
dbc_cutter_height(0)
<float>
First priority:
Mandatory
-45260
DCL
Cutting Diameter Length
Second priority:
-45002
Nomin. Setup X
Direction
DROT
dbc_cutter_direction(0)
1=clockwise
2=counterclockwise
First priority:
Right
-45009
Machining/Rot. Dir.
Second priority:
-40079
FHH
Flute Helix Hand"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1264337,Boring bar,"Here is a list of the mandatory parameters for a boring bar. The data for these attributes must be contained in the .dat file. If you would like to include any of these attributes as search criteria, then they must also be defined as a DB_ALIAS in the .def file:
Note:
* These parameters do not appear in the dialog but the DBC variable must be set.
NX Boring bar
Library Type (ASCII File Attribute T) = 03
Library Subtype (ASCII File Attribute ST) = 33
Manufacturing Resource Library mapping is not yet supported for this tool type.
NX
MRL Attribute
Dialog Parameter
ASCII File Attribute
DBC Variable
DBC Variable Value
ID
Annotation
Name
Default Value
NX Internal Tool Type *
UGT
dbc_cutter_type(0)
02
NX Internal Tool Subtype *
UGST
dbc_cutter_subtype(0)
15
(D) Diameter
DIA
dbc_lib_tool_diameter(0)
<float>
(ND) Neck Diameter
SDIA
dbc_lib_tool_shank_diameter(0)
<float>
(CR) Corner Radius
COR1
dbc_lib_tool_corner1_radius(0)
<float>
(L) Length
HEI
dbc_lib_tool_length(0)
<float>
(FIL) Front Insert Length
FIL
dbc_cutter_front_insert_length(0)
<float>
(BIL) Back Insert Length
BIL
dbc_cutter_back_insert_length(0)
<float>
(LA) Lead Angle
LA
dbc_cutter_lead_angle(0)
<float>
(IA) Insert Angle
IA
dbc_cutter_insert_angle(0)
<float>
(RL) Relief Length
RL
dbc_cutter_relief_length(0)
<float>
(RW) Relief Width
RW
dbc_cutter_relief_width(0)
<float>
(PD) Pilot Diameter
PD
dbc_lib_tool_pilot_diameter
<float>
(PL) Pilot Length
PL
dbc_lib_tool_pilot_length
<float>
Tolerance Class
TCC
dbc_lib_tolerance_class
<string>"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1264336,Chamfer boring bar,"Here is a list of the mandatory parameters for a chamfer boring bar. The data for these attributes must be contained in the .dat file. If you would like to include any of these attributes as search criteria, then they must also be defined as a DB_ALIAS in the .def file:
Note:
* These parameters do not appear in the dialog but the DBC variable must be set.
NX Chamfer boring bar
Library Type (ASCII File Attribute T) = 03
Library Subtype (ASCII File Attribute ST) = 34
Manufacturing Resource Library mapping is not yet supported for this tool type.
NX
MRL Attribute
Dialog Parameter
ASCII File Attribute
DBC Variable
DBC Variable Value
ID
Annotation
Name
Default Value
NX Internal Tool Type *
UGT
dbc_cutter_type(0)
02
NX Internal Tool Subtype *
UGST
dbc_cutter_subtype(0)
16
(D) Diameter
DIA
dbc_lib_tool_diameter(0)
<float>
(ND) Neck Diameter
SDIA
dbc_lib_tool_shank_diameter(0)
<float>
(R1) Lower Corner Radius
COR1
dbc_cutter_low_cor_rad(0)
<float>
(R2) Upper Corner Radius
COR2
dbc_cutter_up_cor_rad(0)
<float>
(L) Length
HEI
dbc_lib_tool_length(0)
<float>
(FIL) Front Insert Length
FIL
dbc_cutter_front_insert_length(0)
<float>
(BIL) Back Insert Length
BIL
dbc_cutter_back_insert_length(0)
<float>
(LA) Lead Angle
LA
dbc_cutter_lead_angle(0)
<float>
(IA) Insert Angle
IA
dbc_cutter_insert_angle(0)
<float>
(RL) Relief Length
RL
dbc_cutter_relief_length(0)
<float>
(RW) Relief Width
RW
dbc_cutter_relief_width(0)
<float>
(PD) Pilot Diameter
PD
dbc_lib_tool_pilot_diameter
<float>
(PL) Pilot Length
PL
dbc_lib_tool_pilot_length
<float>
Direction
DROT
dbc_cutter_direction(0)
1=clockwise
2=counterclockwise
XOffset
XOFF
dbc_cutter_x_offset(0)
0
Z Offset
ZOFF
dbc_cutter_z_offset(0)
dbc_lib_tool_z-offset
0"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/id1667616,Gun Drills,"Here is a list of the mandatory parameters for a gun drill (non-indexable). The data for these attributes must be contained in the .dat file. If you would like to include any of these attributes as search criteria, then they must also be defined as a DB_ALIAS in the .def file.
Note:
If an attribute is Mandatory, it does not have a default value. You must enter the value in Teamcenter.
* These parameters do not appear in the dialog but the DBC variable must be set.
NX Gun Drill
Library Type (ASCII File Attribute T) = 03
Library Subtype (ASCII File Attribute ST) = 07 (non-indexable))
NX
MRL Attribute
Dialog Parameter
ASCII File Attribute
DBC Variable
DBC Variable Value
ID
Annotation
Name
Default Value
NX Internal Tool Type *
UGT
dbc_cutter_type(0)
02
Always 02
""Drilling: Drilling Tool""
02
NX Internal Tool Subtype *
UGST
dbc_cutter_subtype(0)
00
Always 00
""Drilling Tool Standard""
00
(D) Diameter
DIA
dbc_cutter_diameter(0)
dbc_lib_tool_diameter
<float>
-40245
DC
Cutting Diameter 1st Step Minimum
Mandatory
(PA) Point Angle
PNTA
dbc_cutter_point_ang
<float>, radians
-40314
SIG1
Point Angle 1st Step
118
(CR) Corner Radius
COR1
dbc_cutter_cor1_rad(0)
<float>
-40091
RE
Corner Radius
0
(L) Length
HEI
dbc_cutter_height(0)
<float>
First priority:
Mandatory
-45260
DCL
Cutting Diameter Length
Second priority:
-45002
Nomin. Setup X
(FL) Flute Length
FLEN
dbc_cutter_flute_ln(0)
dbc_lib_tool_flute_ln
<float>
-40210
LU
Usable Length
0.8*Length
Note: ""Flute Length"" must be <= ""Length"". If ""Flute Length"" is > “Length”, it is reduced to the ""Length"" value.
Number of Flutes
FN
dbc_cutter_num_flutes(0)
<int>
-40018
NOF
Flute Count
Mandatory
Direction
DROT
dbc_cutter_direction(0)
1=clockwise
2=counterclockwise
First priority:
Right
-45009
Machining/Rot. Dir.
Second priority:
-40079
FHH
Flute Helix Hand
XOffset
XOFF
dbc_cutter_x_offset(0)
0
Z Offset
ZOFF
dbc_cutter_z_offset(0)
0
0"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/com_opts_com_lib_reamer,Reaming Tool,"Here is a list of the mandatory parameters for a reaming tool. The data for these attributes must be contained in the .dat file. If you would like to include any of these attributes as search criteria, then they must also be defined as a DB_ALIAS in the .def file.
Note:
If an attribute is Mandatory, it does not have a default value. You must enter the value in Teamcenter.
* These parameters do not appear in the dialog but the DBC variable must be set.
Note: Length must be > Flute Length, which must be > Taper Diameter Distance, which must be > Tip Length
NX Reamer
Library Type (ASCII File Attribute T) = 03
Library Subtype (ASCII File Attribute ST) =  41 (Machine Chucking Reamers) / 42 (Taper Machine Reamers)
NX
MRL Attribute
Dialog Parameter
ASCII File Attribute
DBC Variable
DBC Variable Value
ID
Annotation
Name
Default Value
NX Internal Tool Type *
UGT  
dbc_cutter_type(0)
02
Always 02
""Drilling: Drilling Tool""
02
NX Internal Tool Subtype *
UGST
dbc_cutter_subtype(0)
06
Always 06
""Drilling: Drilling Tool Ream""
06
(D) Diameter
DIA
dbc_cutter_diameter(0)
<float>
If SIG is specified (Taper Reamer):
Mandatory
-40167
DTAX
Taper Diameter Largest
If SIG is not specified (Straight Reamer):
-40245
DC1N
Cutting Diameter 1st Step Minimum
(ND) Neck Diameter
SDIA
dbc_lib_tool_shank_diameter
<float>
-40151
DN
Neck Diameter
0.75 * Diameter
(TL) Tip Length
dbc_lib_tool_tip_length
<float>
If SIG is specified (Taper Reamer):
0.2 * Diameter
-40004
LDC
Distance Reference Point PK
If SIG is not specified (Straight Reamer):
-40014
PLGL
Plug Length
(B) Taper Angle
TAPA
dbc_lib_tool_taper_angle
<float>, radians
-40314
SIG1
Point Angle 1st Step
0
Formula: .5 * SIG1
(TDD) Taper Diameter Distance
TDD
dbc_lib_tool_taper_diameter_distance
<float>
Flute Length
(L) Length
HEI
dbc_cutter_height(0)
<float>
First priority:
Mandatory
-45260
DCL
Cutting Diameter Length
Second priority:
-45002
Nomin. Setup X
(FL) Flute Length
FLEN
dbc_cutter_flute_ln(0)
<float>
-40259
L
Cutting Edge Length
0.8 * Length
Number of Flutes
FN
dbc_cutter_num_flutes(0)
<int>
-40018
NOF
Flute Count
Mandatory
Direction
DROT
dbc_cutter_direction(0)
1=clockwise
2=counterclockwise
First priority:
Right
-45009
Machining/Rot. Dir.
Second priority:
-40079
FHH
Flute Helix Hand
Tolerance Class
TCC
dbc_lib_tolerance_class
<string>"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/com_opts_com_lib_stepdrill,Step Drill,"Step Drill
Here is a list of the mandatory parameters for a step drill. The data for these attributes must be contained in the .dat file. If you would like to include any of these attributes as search criteria, then they must also be defined as a DB_ALIAS in the .def file.
The step drill parameters used by NX and the NX Library vary. You must input the parameters shown below. The system then uses these parameters to calculate those parameters required by NX.
Note:
If an attribute is Mandatory, it does not have a default value. You must enter the value in Teamcenter.
* These parameters do not appear in the dialog but the DBC variable must be set.
Drill step parameter values are stored in the segmented_tool_database.dat file.
Example:
FORMAT     LIBRF      T STYPE SEQ    DIAM        HEI        ANGLE        RAD
DATA | ugt0304_1002 | 1 | 1 | 0 |  12.00000 |  10.00000 |   0.17453 |   0.00000
DATA | ugt0304_1002 | 1 | 1 | 1 |  20.00000 |  20.00000 |   0.00000 |   0.00000
DATA | ugt0304_1002 | 1 | 1 | 2 |  30.00000 |  30.00000 |   0.05236 |   0.00000
DATA | ugt0304_1002 | 1 | 1 | 3 |  40.00000 |  40.00000 |   0.06981 |   0.00000
NX Step Drill
Library Type (ASCII File Attribute T) = 03
Library Subtype (ASCII File Attribute ST) = 04
NX
MRL Attribute
Dialog Parameter
ASCII File Attribute
DBC Variable
DBC Variable Value
ID
Annotation
Name
Default Value
NX Internal Tool Type *
UGT
dbc_cutter_type(0)
02
Always 02
""Drilling: Drilling Tool""
02
NX Internal Tool Subtype *
UGST
dbc_cutter_subtype(0)
12
Always 12
""Drilling Tool step Drill""
12
Tip Dimensions
(TD) Tip Diameter
DIA
dbc_lib_tool_tip_diameter
<float>
-40245
DC
Cutting Diameter 1st Step Minimum
Mandatory
(TL) Tip Length
TIPLEN
dbc_lib_tool_tip_length
dbc_cutter_height
<float>
-40289
SDL1
Step Diameter Length
Mandatory
(PA) Point Angle
PNTA
dbc_lib_tool_point_angle
<float>, radians
-40314
SIG1
Point Angle 1st Step
118
(CR) Corner Radius
CR
dbc_lib_tool_cor1_rad
<float> 0
First priority:
0
-40871
RE1S
Corner Radius 1st Step
Second priority:
-40091
RE
Corner Radius
Number of Flutes
FN
dbc_cutter_num_flutes(0)
<int>
-40018
NOF
Flute Count
Mandatory
Drill Steps
Drill step parameter values are stored in the segmented_tool_database.dat file.
Steps 1 through 5
SEQ
dbc_segment_seqno
0, 1, 2, 3, 4
Index
1, 2, 3, 4, 5
Diameter, steps 1- 5
(SD) Diameter
Step1
DIAM
(0)
dbc_segment_diameter(0)
dbc_lib_tool_step_diameter(0)
<float>
-40802
DC2N
Cutting Diameter 2nd Step Minimum
0
(SD) Diameter
Step2
DIAM
(1)
-40803
DC3N
Cutting Diameter 3rd Step Minimum
(SD) Diameter
Step3
DIAM
(2)
-40804
DC4N
Cutting Diameter 4th Step Minimum
(SD) Diameter
Step4
DIAM
(3)
-40805
DC5N
Cutting Diameter 5th Step Minimum
(SD) Diameter
Step5
DIAM
(4)
-40806
DC6N
Cutting Diameter 6th Step Minimum
Length, steps 1- 5
(SL) Length
HEI
(0)
dbc_segment_height(0)
dbc_lib_tool_step_height(0)
<float>
-40832
SDL2
2nd Step Diameter Length
0
HEI
(1)
-40833
SDL3
3rd Step Diameter Length
HEI
(2)
-40834
SDL4
4th Step Diameter Length
HEI
(3)
-40835
SDL5
5th Step Diameter Length
HEI
(4)
-40836
SDL6
6th Step Diameter Length
Angle, steps 1- 5
(SA) Angle
ANGLE
(0)
dbc_segment_angle(0)
dbc_lib_tool_step_angle(0)
<float>
-40822
SIG2
Point Angle 2nd Step
0
ANGLE
(1)
-40823
SIG3
Point Angle 3rd Step
ANGLE
(2)
-40824
SIG4
Point Angle 4th Step
ANGLE
(3)
-40825
SIG5
Point Angle 5th Step
ANGLE
(4)
-40826
SIG6
Point Angle 6th Step
Corner Radius steps, steps 1- 5
(SR) Corner Radius
RAD
(0)
dbc_segment_radius(0)
dbc_lib_tool_step_radius(0)
<float>
-40872
RE2S
Corner Radius 2nd Step
0
RAD
(1)
-40873
RE3S
Corner Radius 3rd Step
RAD
(2)
-40874
RE4S
Corner Radius 4th Step
RAD
(3)
-40875
RE5S
Corner Radius 5th Step
RAD
(4)
-40876
RE6S
Corner Radius 6th Step
Direction
DROT
dbc_cutter_direction(0)
3=clockwise
4=counterclockwise
First priority:
Right
-45009
Machining/Rot. Dir.
Second priority:
-40079
FHH
Flute Helix Hand"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/com_opts_com_lib_counterbore,Counter Bore,"Here is a list of the mandatory parameters for a counter boring tools. The data for these attributes must be contained in the .dat file. If you would like to include any of these attributes as search criteria, then they must also be defined as a DB_ALIAS in the .def file:
Note:
If an attribute is Mandatory, it does not have a default value. You must enter the value in Teamcenter.
* These parameters do not appear in the dialog but the DBC variable must be set.
NX Counter Boring Tools
Library Type (ASCII File Attribute T) = 03
Library Subtype (ASCII File Attribute ST) =  51 (non-indexable) / 52 (indexable)
NX
MRL Attribute
Dialog Parameter
ASCII File Attribute
DBC Variable
DBC Variable Value
ID
Annotation
Name
Default Value
NX Internal Tool Type *
UGT
dbc_cutter_type(0)
02
Always 02
""Drilling: Drilling Tool""
02
NX Internal Tool Subtype *
UGST
dbc_cutter_subtype(0)
07
Always 07
""Drilling: Drilling Tool Counterbore""
07
(D) Diameter
DIA
dbc_cutter_diameter(0)
dbc_lib_tool_diameter
<float>
-40245
DC1N
Cutting Diameter 1st Step Minimum
Mandatory
(CR) Corner Radius
COR1
dbc_cutter_cor1_rad(0)
<float>
-40091
RE
Corner Radius
0
(PD) Pilot Diameter
PD
dbc_lib_tool_pilot_diameter
<float>
-40084
GPD
Guide Pilot Diameter
0.5 * Diameter
(PL) Pilot Length
N/A
dbc_lib_tool_pilot_length
<float>
-40188
GPL
Guide Pilot Length
0.5 * Diameter
(L) Length
HEI
dbc_cutter_height(0)
<float>
First priority:
Mandatory
-45260
DCL
Cutting Diameter Length
Second priority:
-45002
Nomin. Setup X
(FL) Flute Length
FLEN
dbc_cutter_flute_ln(0)
dbc_lib_tool_flute_ln
<float>
-40210
LU
Usable Length
0.8 * Length
Note: ""Flute Length"" must be <= ""Length"". If ""Flute Length"" is > “Length”, it is reduced to the ""Length"" value.
Number of Flutes
FN
dbc_cutter_num_flutes(0)
<int>
-40018
NOF
Flute Count
Mandatory
Direction
DROT
dbc_cutter_direction(0)
1=clockwise
2=counterclockwise
First priority:
Right
-45009
Machining/Rot. Dir.
Second priority:
-40079
FHH
Flute Helix Hand"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/com_opts_com_lib_tapdrill,Tap Drill,"The data for these attributes must be contained in the .dat file. If you would like to include any of these attributes as search criteria, then they must also be defined as a DB_ALIAS in the .def file:
Note:
If an attribute is Mandatory, it does not have a default value. You must enter the value in Teamcenter.
* These parameters do not appear in the dialog but the DBC variable must be set.
NX Tap Drill
Library Type (ASCII File Attribute T) = 03
Library Subtype (ASCII File Attribute ST) =  71
NX
MRL Attribute
Dialog Parameter
ASCII File Attribute
DBC Variable
DBC Variable Value
ID
Annotation
Name
Default Value
NX Internal Tool Type *
UGT  
dbc_cutter_type(0)
02
Always 02
""Drilling: Drilling Tool""
02
NX Internal Tool Subtype *
UGST
dbc_cutter_subtype(0)
08
Always 08
""Drilling: Drilling Tool Tap""
08
(D) Diameter
DIA
dbc_lib_tool_diameter
<float>
-40141
TD
Thread Diameter
Mandatory
(ND) Neck Diameter
SDIA
dbc_lib_tool_shank_diameter
<float>
-40151
DN
Neck Diameter
0.75 * Diameter
(TL) Tip Length
dbc_lib_tool_tip_length
<float>
-40014
PLGL
Plug Length
0.2 * Diameter
(B) Taper Angle
TAPA
dbc_lib_tool_taper_angle
<float>, radians
Always 0
0
(TDD) Taper Diameter Distance
TDD
dbc_lib_tool_taper_diameter_distance
<float>
Flute Length
(L) Length
HEI
dbc_cutter_height(0)
<float>
First priority:
Mandatory
-45260
DCL
Cutting Diameter Length
Second priority:
-45002
Nomin. Setup X
(FL) Flute Length
FLEN
dbc_cutter_flute_ln(0)
<float>
-40138
THGTH
Thread Length
0.8 * Length
Number of Flutes
FN
dbc_cutter_num_flutes(0)
<int>
-40018
NOF
Flute Count
Mandatory
(P) Pitch
PIT
dbc_lib_tool_pitch
-40144
TP
Thread Pitch
Mandatory
Designation
dbc_lib_tool_thread_form_name
-40135
THFT
Thread Form Type (KeyLOV Value)
Mandatory
NX 9 or later is required to map the Designation attribute.
Thread Form Method
N/A
dbc_lib_tool_thread_forming_method
N/A
Direction
DROT
dbc_cutter_direction(0)
1=clockwise
2=counterclockwise
First priority:
Right
-45009
Machining/Rot. Dir.
Second priority:
-40079
FHH
Flute Helix Hand"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/com_opts_com_lib_spot_facing,Spot Facing,"Here is a list of the mandatory parameters for a spot facing tool. The data for these attributes must be contained in the .dat file. If you would like to include any of these attributes as search criteria, then they must also be defined as a DB_ALIAS in the .def file:
Note:
If an attribute is Mandatory, it does not have a default value. You must enter the value in Teamcenter.
* These parameters do not appear in the dialog but the DBC variable must be set.
NX Spot Facing Tool
Library Type (ASCII File Attribute T) = 03
Library Subtype (ASCII File Attribute ST) = 11 (with Pilot) / 12 (without Pilot)
NX
MRL Attribute
Dialog Parameter
ASCII File Attribute
DBC Variable
DBC Variable Value
ID
Annotation
Name
Default Value
NX Internal Tool Type *
UGT
dbc_cutter_type(0)
02
Always 02
""Drilling: Drilling Tool""
02
NX Internal Tool Subtype *
UGST
dbc_cutter_subtype(0)
03
Always 03
""Drilling Tool Spot Face""
03
(D) Diameter
DIA
dbc_cutter_diameter(0)
dbc_lib_tool_diameter
<float>
-40249
DCNN
Cutting Diameter Last Step Minimum
Mandatory
(CR) Corner Radius
COR1
dbc_cutter_cor1_rad(0)
<float>
-40091
RE
Corner Radius
0
(L) Length
HEI
dbc_cutter_height(0)
<float>
First priority:
Mandatory
-45260
DCL
Cutting Diameter Length
Second priority:
-45002
Nomin. Setup X
Number of Flutes
FN
dbc_cutter_num_flutes(0)
<int>
-40018
NOF
Flute Count
Mandatory
Direction
DROT
dbc_cutter_direction(0)
1=clockwise
2=counterclockwise
First priority:
Right
-45009
Machining/Rot. Dir.
Second priority:
-40079
FHH
Flute Helix Hand"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/com_opts_com_lib_stand_turn,Standard Turning Tool,"Here is a list of mandatory parameters for a standard turning tool. The data for these attributes must be contained in the .dat file. If you would like to include any of these attributes as search criteria, then they must also be defined as a DB_ALIAS in the .def file:
Note:
If an attribute is Mandatory, it does not have a default value. You must enter the value in Teamcenter.
* These parameters do not appear in the dialog but the DBC variable must be set.
If the insert shape is Round, see the Turning Tool — Button attribute table.
NX Standard Turning Tool
Library Type (ASCII File Attribute T) = 01
Library Subtype (ASCII File Attribute ST) = 01 OD, 02 ID
NX
MRL Attribute
Dialog Parameter
ASCII File Attribute
DBC Variable
DBC Variable Value
ID
Annotation
Name
Default Value
NX Internal Tool Type *
UGT
dbc_cutter_type(0)
03
Always 03
""Turning: Turning Tool""
03
NX Internal Tool Subtype *
UGST
dbc_cutter_subtype(0)
01
Always 01
If insert shape is not Round, ""Turning Tool Standard""
01
ISO Insert Shape
IT
dbc_cutter_inserttype
see value list
-40920
INSS0
Insert Shape
C
Insert Position
INSP
dbc_cutter_insert_position
1 = topside
2 = underside
-45016
IP
Insert Position
1 Tp[sode
Nose Angle
NOSA
dbc_cutter_nose_ang
<float>, radians
-40094
EPSR
Insert Included Angle
80
(R) Nose Radius
NOSR
dbc_cutter_nose_rad(0)
<float>
-40091
RE
Corner Radius
1
(OA) Orient Angle
OA
dbc_cutter_orientation
<float>, radians
-45005
OA
Orientation Angle
5
Measurement
dbc_cutter_size_opt
<float>
If IC is specified in Teamcenter, set dbc_cutter_size_opt to 1.
In NX, Measurement = Inscribed Circle
If CEL is specified in Teamcenter, set dbc_cutter_size_opt to 0.
In NX, Measurement = Cutting Edge
If IC and CEL are not specified in Teamcenter, set dbc_cutter_size_opt to 1.
In NX, Measurement = Inscribed Circle
Cut Edge Length
CLEN
dbc_cutter_cut_edge_length
<float>
First priority:
10
-40095
IC
Inscribed Circle Diameter
Second priority:
-40259
L
Cutting Edge Length
Relief Angle type
RELA
dbc_cutter_relief_ang_type
see value list
Relief Angle (value )
RELT
dbc_cutter_relief_ang
<float>
see value list
-40202
AN
Clearance Angle Major
5
Thickness type
THCT
dbc_cutter_thickness_type
see value list
Thickness (value )
THCK
dbc_cutter_thickness
<float>
see value list
-40921
INSTH0
Insert Thickness ISO
1.98
If INSTH0 = X (User Defined), then:
-40258
S
Insert Thickness
Min Boring Dia (value)
MNBD
dbc_cutter_min_boring_dia
<float>
-45221
KE
Collision Distance
0
Min Boring Dia (flag)
dbc_cutter_min_boring_dia_flag
-45225
NX use as Max Bore Dia
0
Max Tool Reach (value)
MXTR
dbc_cutter_max_toolreach
<float>
-45220
KK
Collision Distance
0
Max Tool Reach (flag)
dbc_cutter_max_toolreach_flag
-45224
NX use as Max Tool Reach
0
Max Depth (value)
MXDP
dbc_cutter_max_depth
<float>
-45017
MD
Max Depth
0
Max Depth (flag)
dbc_cutter_max_depth_flag
-45227
NX use as Max Cutting Depth
0
(HA) Holder Control Angle
dbc_cutter_mount_holder_angle
Always 0
0
ISO Insert Shape
Dialog Parameter (Database Attribute Value)
dbc_cutter_inserttype Value
A (Parallelogram 85)
0
B (Parallelogram 82)
1
C (Diamond 80)
2
C (Diamond 100)
3
D (Diamond 55)
4
E (Diamond 75)
5
H (Hexagon 120)
6
K (Parallelogram 55)
7
L (Rectangle)
8
M (Diamond 86)
9
O (Octagon 135)
10
P (Pentagon 108)
11
R (Round)
12
S (Square)
13
T (Triangle)
14
V (Diamond 35)
15
W (Trigon 80)
16
X (user defined)
17
Thickness Menu
Dialog parameter (Database Attribute Value)
dbc_cutter_thickness_type Value
dbc_cutter_thickness Value
(01)
0
1.59
(T1)
1
1.98
(02)
2
2.38
(T2)
2.78
(03)
3
3.18
(T3)
3.97
(04)
4
4.76
(05)
5
5.56
(06)
6
6.35
(07)
7
7.94
(08)
8
not in nx9
(09)
9
9.52
(10)
10
not in nx9
(11)
11
11.11
(12)
12
12.7
(USER)
13
User defined
Relief Angle Menu
Dialog parameter
dbc_cutter_relief_ang_type value
dbc_cutter_relief_ang value in degrees
A
0
3
B
1
5
C
2
7
D
3
15
E
4
20
F
5
25
G
6
30
N
7
0
P
8
11
O
9
user defined"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid378142,Turning Tool - Button,"Here is a list of mandatory parameters for a button turning tool. The data for these attributes must be contained in the .dat file. If you would like to include any of these attributes as search criteria, then they must also be defined as a DB_ALIAS in the .def file:
Note:
If an attribute is Mandatory, it does not have a default value. You must enter the value in Teamcenter.
* These parameters do not appear in the dialog but the DBC variable must be set.
NX Turning Tool Button
Library Type (ASCII File Attribute T) = 01
Library Subtype (ASCII File Attribute ST) = 91
NX
MRL Attribute
Dialog Parameter
ASCII File Attribute
DBC Variable
DBC Variable Value
ID
Annotation
Name
Default Value
NX Internal Tool Type *
UGT
dbc_cutter_type(0)
03
Always 03
""Turning: Turning Tool""
03
NX Internal Tool Subtype *
UGST
dbc_cutter_subtype(0)
02
Always 02
""Turning Tool: Button""
02
ISO Insert Shape
(R)
IT
dbc_cutter_inserttype
12
-40920
INSS0
Insert Shape
R
Insert Position
INSP
dbc_cutter_insert_position
0 = topside
1 = underside
-45016
IP
Insert Position
1
Button Diameter
BD
dbc_cutter_button_diameter
<float>
-40095
IC
Inscribed Circle Diameter
10
(OA) Orient Angle
OA
dbc_cutter_orientation
<float>, radians
-45005
OA
Orientation Angle
5
Holder Control Width
HW
dbc_cutter_holder_width
-40386
HCW
Holder Control Width
5
Holder Control Angle
HA
dbc_cutter_holder_angle
-40385
HCA
Holder Control Angle
30
Relief Angle type
RELA
dbc_cutter_relief_ang_type
see value list
Relief Angle (value )
RELT
dbc_cutter_relief_ang
<float>
-40202
AN
Clearance Angle Major
5
Thickness type
THCT
dbc_cutter_thickness_type
see value list
Thickness (value )
THCK
dbc_cutter_thickness
<float>
-40921
INSTH0
Insert Thickness ISO
1.98
If INSTH0 = X (User Defined), then:
-40258
S
Insert Thickness
Min Boring Dia (value)
MNBD
dbc_cutter_min_boring_dia
<float>
-45221
KE
Collision Distance
0
Min Boring Dia (flag)
MNBD
dbc_cutter_min_boring_dia_flag
-45225
NX use as Max Bore Dia
0
Max Tool Reach (value)
MXTR
dbc_cutter_max_toolreach
<float>
-45220
KK
Collision Distance
0
Max Tool Reach (flag)
dbc_cutter_max_toolreach_flag
-45224
NX use as Max Tool Reach
0
Max Depth (value)
MXDP
dbc_cutter_max_depth
<float>
-45017
MD
Max Depth
0
Max Depth (flag)
dbc_cutter_max_depth_flag
-45227
NX use as Max Cutting Depth
0
(HA) Holder Control Angle
dbc_cutter_mount_holder_angle
Always 0
0
Thickness Menu
Dialog parameter (Database Attribute Value)
dbc_cutter_thickness_type Value
dbc_cutter_thickness Value
(01)
0
1.59
(T1)
1
1.98
(02)
2
2.38
(T2)
2.78
(03)
3
3.18
(T3)
3.97
(04)
4
4.76
(05)
5
5.56
(06)
6
6.35
(07)
7
7.94
(08)
8
not in nx9
(09)
9
9.52
(10)
10
not in nx9
(11)
11
11.11
(12)
12
12.7
(USER)
13
User defined
Relief Angle Menu
Dialog parameter
dbc_cutter_relief_ang_type value
dbc_cutter_relief_ang value in degrees
A
0
3
B
1
5
C
2
7
D
3
15
E
4
20
F
5
25
G
6
30
N
7
0
P
8
11
O
9
user defined"
